Data;Categorie;Costo;mese;anno
02/09/2018;Cibo;0,5;09;2018
31/08/2018;Cibo;3,5;08;2018
30/08/2018;Pagamento;5;08;2018
29/08/2018;Generali;5;08;2018
24/08/2018;Pagamento;43,06;08;2018
22/08/2018;Generali;20;08;2018
06/08/2018;Generali;19,8;08;2018
06/08/2018;Generali;38,8;08;2018
25/07/2018;Generali;2,5;07;2018
20/07/2018;Cibo;10;07;2018
20/07/2018;Cibo;3,26;07;2018
18/07/2018;Cibo;13;07;2018
12/07/2018;Pagamento;3,38;07;2018
09/07/2018;Generali;20;07;2018
08/07/2018;Cena fuori;35;07;2018
08/07/2018;Cena fuori;15;07;2018
05/07/2018;Generali;10;07;2018
04/07/2018;Cibo;3,7;07;2018
03/07/2018;Cena fuori;2,5;07;2018
03/07/2018;Generali;20;07;2018
01/07/2018;Cibo;1;07;2018
28/06/2018;Cena fuori;10;06;2018
28/06/2018;Cena fuori;5,5;06;2018
28/06/2018;Cibo;1;06;2018
27/06/2018;Cibo;1,03;06;2018
26/06/2018;Cibo;3,34;06;2018
25/06/2018;Cibo;2;06;2018
23/06/2018;Cibo;2,98;06;2018
22/06/2018;Cibo;1;06;2018
22/06/2018;Cibo;0,5;06;2018
21/06/2018;Cena fuori;12;06;2018
19/06/2018;Pagamento;10,94;06;2018
19/06/2018;Generali;10;06;2018
17/06/2018;Cibo;7,84;06;2018
17/06/2018;Cena fuori;10;06;2018
15/06/2018;Cibo;5,32;06;2018
12/06/2018;Cena fuori;4,6;06;2018
10/06/2018;Cena fuori;2;06;2018
10/06/2018;Cibo;16,5;06;2018
09/06/2018;Cena fuori;10;06;2018
06/06/2018;Cena fuori;2,5;06;2018
04/06/2018;Cibo;3;06;2018
04/06/2018;Cibo;2;06;2018
02/06/2018;Pagamento;5,1;06;2018
02/06/2018;Cibo;8;06;2018
30/05/2018;Pagamento;10;05;2018
29/05/2018;Generali;40;05;2018
28/05/2018;Cibo;50;05;2018
26/05/2018;Cibo;5;05;2018
20/05/2018;Cena fuori;4;05;2018
20/05/2018;Cibo;5,9;05;2018
18/05/2018;Pagamento;6,34;05;2018
15/05/2018;Cibo;1,7;05;2018
12/05/2018;Cibo;6,55;05;2018
08/05/2018;Cibo;11;05;2018
07/05/2018;Generali;12;05;2018
03/05/2018;Cibo;7;05;2018
03/05/2018;Cibo;2;05;2018
02/05/2018;Cena fuori;12;05;2018
30/04/2018;Cibo;2,28;04;2018
30/04/2018;Generali;30;04;2018
28/04/2018;Pagamento;0,02;04;2018
28/04/2018;Generali;31,55;04;2018
26/04/2018;Generali;20;04;2018
24/04/2018;Cibo;25;04;2018
22/04/2018;Generali;10;04;2018
21/04/2018;Cena fuori;4;04;2018
19/04/2018;Cibo;6,8;04;2018
18/04/2018;Pagamento;49,17;04;2018
18/04/2018;Cibo;2,68;04;2018
16/04/2018;Cibo;15,63;04;2018
13/04/2018;Cena fuori;7,5;04;2018
12/04/2018;Cibo;16,41;04;2018
12/04/2018;Generali;2;04;2018
11/04/2018;Cibo;2,5;04;2018
07/04/2018;Cibo;12,5;04;2018
28/03/2018;Cibo;14;03;2018
25/03/2018;Cena fuori;7;03;2018
24/03/2018;Cibo;4,34;03;2018
22/03/2018;Cibo;2,6;03;2018
19/03/2018;Cibo;4,45;03;2018
18/03/2018;Generali;10;03;2018
17/03/2018;Regali;5;03;2018
16/03/2018;Generali;10;03;2018
11/03/2018;Cibo;2,5;03;2018
11/03/2018;Generali;2,4;03;2018
11/03/2018;Cena fuori;14;03;2018
10/03/2018;Cibo;9;03;2018
10/03/2018;Viaggio;6;03;2018
10/03/2018;Cibo;24;03;2018
10/03/2018;Cena fuori;5;03;2018
10/03/2018;Cena fuori;7;03;2018
09/03/2018;Cibo;2,5;03;2018
08/03/2018;Cena fuori;9;03;2018
08/03/2018;Cibo;2,7;03;2018
24/02/2018;Cibo;14;02;2018
22/02/2018;Cibo;8;02;2018
22/02/2018;Cena fuori;12,5;02;2018
18/02/2018;Cena fuori;5,5;02;2018
18/02/2018;Cibo;22;02;2018
15/02/2018;Cibo;7,4;02;2018
25/01/2018;Cibo;4,6;01;2018
22/01/2018;Cena fuori;20;01;2018
17/01/2018;Cibo;8;01;2018
15/01/2018;Cibo;4;01;2018
13/01/2018;Cibo;2;01;2018
13/01/2018;Regali;15;01;2018
12/01/2018;Cena fuori;10;01;2018
12/01/2018;Generali;7;01;2018
09/01/2018;Generali;11,6;01;2018
06/01/2018;Cibo;9;01;2018
16/12/2017;Pagamento;9,75;12;2017
16/12/2017;Cibo;1;12;2017
16/12/2017;Generali;14;12;2017
15/12/2017;Cibo;3;12;2017
14/12/2017;Cibo;4,5;12;2017
13/12/2017;Cibo;10;12;2017
10/12/2017;Cena fuori;12,5;12;2017
08/12/2017;Cena fuori;11;12;2017
08/12/2017;Pagamento;15,34;12;2017
05/12/2017;Cibo;5;12;2017
04/12/2017;Cena fuori;6;12;2017
02/12/2017;Cibo;8,84;12;2017
30/11/2017;Cibo;2,5;11;2017
28/11/2017;Cibo;25;11;2017
28/11/2017;Cena fuori;13;11;2017
26/11/2017;Cibo;11,42;11;2017
24/11/2017;Cibo;25;11;2017
24/11/2017;Cibo;6,7;11;2017
23/11/2017;Cena fuori;5;11;2017
17/11/2017;Cena fuori;13;11;2017
14/11/2017;Cibo;6,28;11;2017
12/11/2017;Cena fuori;12;11;2017
12/11/2017;Cena fuori;5;11;2017
12/11/2017;Cena fuori;10;11;2017
12/11/2017;Cena fuori;1;11;2017
12/11/2017;Cibo;1;11;2017
08/11/2017;Generali;5;11;2017
08/11/2017;Cibo;13,96;11;2017
08/11/2017;Cena fuori;15;11;2017
07/11/2017;Cibo;6,86;11;2017
05/11/2017;Generali;20;11;2017
03/11/2017;Pagamento;40;11;2017
01/11/2017;Cena fuori;5,5;11;2017
31/10/2017;Cibo;50;10;2017
29/10/2017;Cibo;1;10;2017
29/10/2017;Cibo;14,89;10;2017
22/10/2017;Cena fuori;14,5;10;2017
21/10/2017;Cibo;7;10;2017
17/10/2017;Cibo;10;10;2017
